N_boletim,data_hora_boletim,seq_veic,cod_categ,descricao_categoria,cod_especie,descricao_especie,cod_situacao,desc_situacao,tipo_socorro,desc_tipo_socorro
2022-027748251-001,28/06/2022 18:24,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027749018-001,28/06/2022 18:50,1,4,ALUGUEL,8,ONIBUS,2,PARADO,6,NÃO SE APLICA
2022-027749466-001,28/06/2022 18:11,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027749466-001,28/06/2022 18:11,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027754352-001,28/06/2022 18:32,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027754352-001,28/06/2022 18:32,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027758363-001,28/06/2022 19:53,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027758363-001,28/06/2022 19:53,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027761790-001,04/06/2022 09:20,2,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,5,DISPENSOU ATENDIMEN
2022-027761790-001,04/06/2022 09:20,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027766959-001,28/06/2022 20:43,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027766959-001,28/06/2022 20:43,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027771061-001,28/06/2022 20:35,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027771061-001,28/06/2022 20:35,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027771804-001,27/06/2022 23:50,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-027775057-001,28/06/2022 21:29,1,3,PARTICULAR,26,CAMINHONETE,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027775057-001,28/06/2022 21:29,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027775320-001,28/06/2022 21:24,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027775320-001,28/06/2022 21:24,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027779763-001,28/06/2022 22:07,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027779763-001,28/06/2022 22:07,2,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,5,DISPENSOU ATENDIMEN
2022-027786530-001,28/06/2022 19:50,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027789336-001,28/06/2022 23:28,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-027809627-001,29/06/2022 07:38,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027809627-001,29/06/2022 07:38,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027811080-001,29/06/2022 08:08,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027811080-001,29/06/2022 08:08,2,0,NAO INFORMADO,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027811773-001,29/06/2022 07:55,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027814147-001,29/06/2022 08:13,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027814147-001,29/06/2022 08:13,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027815308-001,29/06/2022 08:18,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027815308-001,29/06/2022 08:18,1,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,5,DISPENSOU ATENDIMEN
2022-027816629-001,29/06/2022 08:12,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027816629-001,29/06/2022 08:12,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027819503-001,29/06/2022 08:42,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027819503-001,29/06/2022 08:42,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027824205-001,29/06/2022 08:58,1,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-027824205-001,29/06/2022 08:58,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-027827999-001,29/06/2022 08:35,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-027827999-001,29/06/2022 08:35,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030539387-001,15/07/2022 17:27,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030540808-001,15/07/2022 16:48,2,4,ALUGUEL,4,MOTOCICLETA,1,EM MOVIMENTO,4,TERCEIROS
2022-030540808-001,15/07/2022 16:48,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030551206-001,15/07/2022 17:38,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030551206-001,15/07/2022 17:38,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030554175-001,15/07/2022 17:33,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030554175-001,15/07/2022 17:33,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030556789-001,15/07/2022 19:08,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030556789-001,15/07/2022 19:08,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030557140-001,15/07/2022 18:24,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030557140-001,15/07/2022 18:24,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030558580-001,15/07/2022 18:55,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030558580-001,15/07/2022 18:55,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-030559306-001,15/07/2022 18:51,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030559306-001,15/07/2022 18:51,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030563542-001,15/07/2022 18:37,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030563542-001,15/07/2022 18:37,2,5,APRENDIZAGEM,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030570124-001,15/07/2022 20:06,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-030570124-001,15/07/2022 20:06,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030570165-001,15/07/2022 19:33,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030570165-001,15/07/2022 19:33,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030571551-001,15/07/2022 20:22,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030571551-001,15/07/2022 20:22,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030574988-001,15/07/2022 20:05,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030574988-001,15/07/2022 20:05,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030584338-001,15/07/2022 20:55,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030589280-001,15/07/2022 22:01,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030589280-001,15/07/2022 22:01,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030606552-001,16/07/2022 00:58,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030606552-001,16/07/2022 00:58,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030618018-001,16/07/2022 03:08,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-030628420-001,16/07/2022 07:59,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,5,DISPENSOU ATENDIMEN
2022-030628420-001,16/07/2022 07:59,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030632522-001,16/07/2022 09:17,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030643115-001,16/07/2022 11:03,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-030643115-001,16/07/2022 11:03,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030645547-001,16/07/2022 11:45,1,3,PARTICULAR,0,NAO INFORMADO,2,PARADO,6,NÃO SE APLICA
2022-030645547-001,16/07/2022 11:45,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030646002-001,16/07/2022 11:55,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030646002-001,16/07/2022 11:55,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030647756-001,16/07/2022 11:46,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030647756-001,16/07/2022 11:46,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030651910-001,16/07/2022 12:26,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030651910-001,16/07/2022 12:26,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030656666-001,16/07/2022 14:15,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030656666-001,16/07/2022 14:15,2,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,3,AMBULANCIA
2022-030656850-001,16/07/2022 13:58,1,3,PARTICULAR,3,MOTONETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030656850-001,16/07/2022 13:58,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030657071-001,16/07/2022 13:46,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030657071-001,16/07/2022 13:46,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-030657240-001,16/07/2022 13:14,1,0,NAO INFORMADO,1,BICICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030659841-001,16/07/2022 20:20,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030659841-001,16/07/2022 20:20,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030660322-001,16/07/2022 12:39,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030660322-001,16/07/2022 12:39,2,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030666659-001,16/07/2022 14:40,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,4,TERCEIROS
2022-030666659-001,16/07/2022 14:40,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-030669310-001,16/07/2022 11:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030684453-001,16/07/2022 16:17,1,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030684453-001,16/07/2022 16:17,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030684453-001,16/07/2022 16:17,3,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030691380-001,16/07/2022 17:45,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030691380-001,16/07/2022 17:45,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030711824-001,16/07/2022 20:25,1,0,NAO INFORMADO,1,BICICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-030713654-001,16/07/2022 19:40,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030713654-001,16/07/2022 19:40,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-030736934-001,16/07/2022 21:40,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030736934-001,16/07/2022 21:40,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,2,VIATURA PMMG
2022-030741887-001,16/07/2022 22:12,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-030741887-001,16/07/2022 22:12,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036403220-001,21/08/2022 03:52,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036403220-001,21/08/2022 03:52,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036403588-001,21/08/2022 02:03,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-036412184-001,21/08/2022 08:08,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036412184-001,21/08/2022 08:08,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036420860-001,21/08/2022 10:11,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-036420860-001,21/08/2022 10:11,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-036421222-001,16/08/2022 22:30,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036421222-001,16/08/2022 22:30,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036427888-001,21/08/2022 11:37,2,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036427888-001,21/08/2022 11:37,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-036434576-001,21/08/2022 12:10,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036434760-001,21/08/2022 13:05,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036439841-001,21/08/2022 14:33,1,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036439841-001,21/08/2022 14:33,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,1,VEICULO ENVOLVIDO
2022-036441524-001,21/08/2022 14:21,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036441524-001,21/08/2022 14:21,2,3,PARTICULAR,26,CAMINHONETE,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036454824-001,21/08/2022 15:38,1,2,MISSAO DIPLOMATICA,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036454824-001,21/08/2022 15:38,2,3,PARTICULAR,12,CAMIONETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036466860-001,21/08/2022 16:33,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-036466860-001,21/08/2022 16:33,2,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,5,DISPENSOU ATENDIMEN
2022-036476038-001,21/08/2022 18:10,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036476038-001,21/08/2022 18:10,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-036479239-001,21/08/2022 18:43,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036479239-001,21/08/2022 18:43,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036489639-001,21/08/2022 20:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036489639-001,21/08/2022 20:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036509406-001,21/08/2022 21:58,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036509406-001,21/08/2022 21:58,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036517259-001,21/08/2022 21:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036517259-001,21/08/2022 21:00,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,1,VEICULO ENVOLVIDO
2022-036538044-001,22/08/2022 07:12,1,4,ALUGUEL,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036538044-001,22/08/2022 07:12,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036539246-001,22/08/2022 06:56,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036539246-001,22/08/2022 06:56,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-036546499-001,22/08/2022 08:24,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036546499-001,22/08/2022 08:24,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036549605-001,22/08/2022 08:47,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036549605-001,22/08/2022 08:47,2,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036552966-001,22/08/2022 08:58,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036552966-001,22/08/2022 08:58,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036554244-001,22/08/2022 09:28,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036554244-001,22/08/2022 09:28,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036565090-001,22/08/2022 10:58,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036570760-001,22/08/2022 11:28,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036570760-001,22/08/2022 11:28,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036575512-001,20/08/2022 18:10,1,3,PARTICULAR,1,BICICLETA,1,EM MOVIMENTO,1,VEICULO ENVOLVIDO
2022-036575512-001,20/08/2022 18:10,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-036582737-001,22/08/2022 12:58,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036582737-001,22/08/2022 12:58,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-036583612-001,22/08/2022 11:54,2,0,NAO INFORMADO,1,BICICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-036583612-001,22/08/2022 11:54,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,0,NÃO INFORMADO
2022-036586553-001,22/08/2022 13:24,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036586553-001,22/08/2022 13:24,2,4,ALUGUEL,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-036589770-001,22/08/2022 13:32,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036592221-001,22/08/2022 13:50,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-036592221-001,22/08/2022 13:50,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036593542-001,11/07/2022 17:10,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036593542-001,11/07/2022 17:10,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036598272-001,20/08/2022 12:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036603866-001,22/08/2022 10:40,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036604124-001,22/08/2022 14:56,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,1,VEICULO ENVOLVIDO
2022-036604124-001,22/08/2022 14:56,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036607403-001,22/08/2022 15:09,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-036612616-001,10/08/2022 15:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-036621407-001,16/08/2022 14:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,4,TERCEIROS
2022-036621407-001,16/08/2022 14:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-036622561-001,22/08/2022 09:40,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-033957501-002,05/08/2022 21:22,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-033957988-001,05/08/2022 21:43,1,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,0,NÃO INFORMADO
2022-033957988-001,05/08/2022 21:43,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-033961488-001,07/07/2022 07:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-033961488-001,07/07/2022 07:00,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-033975412-001,05/08/2022 22:55,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-033975412-001,05/08/2022 22:55,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-033977910-002,06/08/2022 00:42,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-033977910-002,06/08/2022 00:42,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-033979618-001,06/08/2022 00:22,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-033979618-001,06/08/2022 00:22,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-033982640-001,06/08/2022 01:11,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,2,VIATURA PMMG
2022-033990060-001,06/08/2022 03:43,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-033990501-001,06/08/2022 03:47,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-033990501-001,06/08/2022 03:47,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-033995701-001,06/08/2022 06:39,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-033995701-001,06/08/2022 06:39,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-033997770-001,06/08/2022 07:13,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-033997770-001,06/08/2022 07:13,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-033999543-001,06/08/2022 07:31,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
