N_boletim,data_hora_boletim,seq_veic,cod_categ,descricao_categoria,cod_especie,descricao_especie,cod_situacao,desc_situacao,tipo_socorro,desc_tipo_socorro
2022-013013250-001,27/03/2022 09:59,2,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013022812-001,27/03/2022 12:25,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013022812-001,27/03/2022 12:25,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013023111-001,27/03/2022 13:02,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013024523-002,27/03/2022 13:25,2,0,NAO INFORMADO,1,BICICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013024523-002,27/03/2022 13:25,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013031159-001,25/03/2022 22:30,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013031159-001,25/03/2022 22:30,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013039471-001,27/03/2022 15:49,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013039471-001,27/03/2022 15:49,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013039785-001,27/03/2022 15:15,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013039785-001,27/03/2022 15:15,2,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013051801-001,20/03/2022 01:10,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013051801-001,20/03/2022 01:10,2,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-013052834-001,27/03/2022 17:11,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013052834-001,27/03/2022 17:11,2,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,4,TERCEIROS
2022-013054520-001,27/03/2022 17:16,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013054520-001,27/03/2022 17:16,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013054520-001,27/03/2022 17:16,3,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013054520-001,27/03/2022 17:16,4,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013054608-001,27/03/2022 16:28,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013059639-002,27/03/2022 17:52,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013065244-001,27/03/2022 18:32,2,4,ALUGUEL,0,NAO INFORMADO,1,EM MOVIMENTO,3,AMBULANCIA
2022-013071189-001,27/03/2022 19:16,1,3,PARTICULAR,26,CAMINHONETE,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013081864-001,27/03/2022 20:31,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013081864-001,27/03/2022 20:31,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013084489-001,26/03/2022 10:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013084489-001,26/03/2022 10:30,2,0,NAO INFORMADO,26,CAMINHONETE,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013093436-001,27/03/2022 22:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013093436-001,27/03/2022 22:00,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013117885-001,28/03/2022 06:30,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013117885-001,28/03/2022 06:30,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013118403-001,28/03/2022 06:58,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013121056-001,28/03/2022 07:38,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013121056-001,28/03/2022 07:38,2,1,OFICIAL,26,CAMINHONETE,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013128740-001,28/03/2022 07:52,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013128740-001,28/03/2022 07:52,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013130633-001,28/03/2022 08:16,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013130633-001,28/03/2022 08:16,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013138601-001,28/03/2022 09:20,1,4,ALUGUEL,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-013138601-001,28/03/2022 09:20,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013138601-001,28/03/2022 09:20,3,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013138811-001,28/03/2022 08:40,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013139333-001,25/03/2022 17:40,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013139333-001,25/03/2022 17:40,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013143830-001,28/03/2022 09:15,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013143830-001,28/03/2022 09:15,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013156776-001,28/03/2022 11:31,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013177380-001,28/03/2022 14:01,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013182956-001,28/03/2022 14:30,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013192215-001,28/03/2022 14:44,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,2,VIATURA PMMG
2022-013192215-001,28/03/2022 14:44,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013193094-001,28/03/2022 13:12,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013206615-001,28/03/2022 10:30,1,4,ALUGUEL,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013206615-001,28/03/2022 10:30,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013208339-001,15/03/2022 09:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013208339-001,15/03/2022 09:00,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013209766-001,28/03/2022 16:06,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013209766-001,28/03/2022 16:06,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013216504-001,28/03/2022 16:37,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013216504-001,28/03/2022 16:37,2,3,PARTICULAR,12,CAMIONETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013218817-001,27/03/2022 11:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013218817-001,27/03/2022 11:30,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013219025-001,25/03/2022 17:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013219025-001,25/03/2022 17:30,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013222815-001,28/03/2022 17:08,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013222815-001,28/03/2022 17:08,2,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013227714-001,28/03/2022 18:14,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013227714-001,28/03/2022 18:14,2,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,5,DISPENSOU ATENDIMEN
2022-013235015-001,28/03/2022 18:36,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013235015-001,28/03/2022 18:36,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013237917-001,28/03/2022 18:56,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-013237917-001,28/03/2022 18:56,2,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-013237917-001,28/03/2022 18:56,3,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-013237917-001,28/03/2022 18:56,4,3,PARTICULAR,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013239944-001,28/03/2022 19:05,1,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013239944-001,28/03/2022 19:05,2,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013239944-001,28/03/2022 19:05,3,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013241289-002,28/03/2022 19:19,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013248553-001,25/03/2022 20:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013248553-001,25/03/2022 20:30,2,0,NAO INFORMADO,6,AUTOMOVEL,2,PARADO,0,NÃO INFORMADO
2022-013251622-001,28/03/2022 20:54,3,4,ALUGUEL,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013251622-001,28/03/2022 20:54,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013251622-001,28/03/2022 20:54,4,3,PARTICULAR,12,CAMIONETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013251622-001,28/03/2022 20:54,1,4,ALUGUEL,19,CAMINHAO-TRATOR,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013252040-001,28/03/2022 19:20,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013252040-001,28/03/2022 19:20,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013255098-001,21/03/2022 05:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013260532-001,28/03/2022 21:38,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013260532-001,28/03/2022 21:38,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013262635-001,28/03/2022 20:56,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013262635-001,28/03/2022 20:56,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013270657-001,28/03/2022 22:33,1,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013274928-001,29/03/2022 00:05,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013288072-001,29/03/2022 07:21,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013290699-001,29/03/2022 07:20,3,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013290699-001,29/03/2022 07:20,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013290699-001,29/03/2022 07:20,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013290751-001,29/03/2022 07:48,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013292371-001,29/03/2022 07:33,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-013292371-001,29/03/2022 07:33,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013293229-001,29/03/2022 07:27,1,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-013293229-001,29/03/2022 07:27,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013294509-001,29/03/2022 07:11,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013294509-001,29/03/2022 07:11,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013297086-001,29/03/2022 08:21,3,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013297086-001,29/03/2022 08:21,5,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013297086-001,29/03/2022 08:21,4,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013297086-001,29/03/2022 08:21,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013297086-001,29/03/2022 08:21,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013297816-001,29/03/2022 08:19,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013297816-001,29/03/2022 08:19,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013299031-001,29/03/2022 09:02,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013299031-001,29/03/2022 09:02,2,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013303568-001,29/03/2022 09:03,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013316463-001,29/03/2022 10:36,1,3,PARTICULAR,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013316990-001,29/03/2022 07:17,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013316990-001,29/03/2022 07:17,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-013319244-001,29/03/2022 11:14,1,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-013328048-001,30/03/2022 13:02,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-013328048-001,30/03/2022 13:02,2,0,NAO INFORMADO,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-013335970-001,29/03/2022 12:04,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014024953-001,02/04/2022 20:12,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014027490-001,02/04/2022 20:25,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-014027490-001,02/04/2022 20:25,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-014027540-001,02/04/2022 20:38,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-014027540-001,02/04/2022 20:38,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,4,TERCEIROS
2022-014029172-001,02/04/2022 19:55,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-014029172-001,02/04/2022 19:55,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014031403-001,02/04/2022 21:15,1,4,ALUGUEL,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014038593-001,02/04/2022 21:52,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-014038593-001,02/04/2022 21:52,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014041032-001,02/04/2022 20:01,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-014041032-001,02/04/2022 20:01,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-014050453-001,02/04/2022 22:54,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-014050453-001,02/04/2022 22:54,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-014066340-001,03/04/2022 01:33,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-014066340-001,03/04/2022 01:33,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014076633-001,03/04/2022 06:21,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,4,TERCEIROS
2022-014078959-001,03/04/2022 07:23,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-014078959-001,03/04/2022 07:23,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-014080917-001,03/04/2022 07:29,1,3,PARTICULAR,4,MOTOCICLETA,2,PARADO,3,AMBULANCIA
2022-014080917-001,03/04/2022 07:29,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014090258-001,03/04/2022 10:46,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-014090258-001,03/04/2022 10:46,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014093383-002,07/03/2022 22:00,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-014093383-002,07/03/2022 22:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-026736877-001,22/06/2022 09:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026736877-001,22/06/2022 09:00,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026740590-001,22/06/2022 13:15,1,4,ALUGUEL,8,ONIBUS,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026740590-001,22/06/2022 13:15,2,3,PARTICULAR,26,CAMINHONETE,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-026749259-001,22/06/2022 14:05,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-026749259-001,22/06/2022 14:05,2,3,PARTICULAR,1,BICICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026751401-001,22/06/2022 12:11,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,2,VIATURA PMMG
2022-026751401-001,22/06/2022 12:11,1,4,ALUGUEL,13,CAMINHAO,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026757214-001,02/06/2022 16:00,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-026758037-001,22/06/2022 14:05,3,4,ALUGUEL,13,CAMINHAO,3,ESTACIONADO,6,NÃO SE APLICA
2022-026758037-001,22/06/2022 14:05,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026758037-001,22/06/2022 14:05,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,3,AMBULANCIA
2022-026764940-001,20/06/2022 21:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-026764940-001,20/06/2022 21:30,2,0,NAO INFORMADO,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-026767510-001,22/06/2022 07:30,1,3,PARTICULAR,3,MOTONETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-026767510-001,22/06/2022 07:30,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026773126-001,18/04/2022 13:30,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-026773126-001,18/04/2022 13:30,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026777858-001,22/06/2022 16:33,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026789668-001,22/06/2022 16:30,3,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026789668-001,22/06/2022 16:30,1,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026789668-001,22/06/2022 16:30,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026801021-001,22/06/2022 17:43,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026801021-001,22/06/2022 17:43,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-026807659-001,22/06/2022 18:50,1,3,PARTICULAR,6,AUTOMOVEL,2,PARADO,6,NÃO SE APLICA
2022-026807659-001,22/06/2022 18:50,2,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026808220-001,22/06/2022 18:45,2,3,PARTICULAR,6,AUTOMOVEL,3,ESTACIONADO,6,NÃO SE APLICA
2022-026808220-001,22/06/2022 18:45,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026814193-001,19/06/2022 14:04,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,5,DISPENSOU ATENDIMEN
2022-026814193-001,19/06/2022 14:04,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,0,NÃO INFORMADO
2022-026837079-001,22/06/2022 21:47,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,3,AMBULANCIA
2022-026837079-001,22/06/2022 21:47,2,3,PARTICULAR,6,AUTOMOVEL,1,EM MOVIMENTO,6,NÃO SE APLICA
2022-026866594-001,23/06/2022 07:21,1,3,PARTICULAR,4,MOTOCICLETA,1,EM MOVIMENTO,6,NÃO SE APLICA
